GEOID,CENTLAT,CENTLON
22071007200,29.961228300000002,-90.1103629
22071007501,29.96899558,-90.1240779
22071007502,29.96577138,-90.11972245999999
22071007604,29.9874498,-90.11954139999999
22071007605,29.971944049999998,-90.11331
22071007606,30.013010066666666,-90.11828543333333
22071007700,29.93490715,-90.06621115
22071007800,29.935141700000003,-90.07262109999999
22071008200,29.9327981,-90.07678525
22071008300,29.928566,-90.07780445
22071008400,29.93578835,-90.0814664
22071008500,29.939544950000002,-90.08453355
22071008600,29.944283050000003,-90.08915095
22071008800,29.924786649999994,-90.07983730000001
22071009000,29.928099033333336,-90.08494003333333
22071009100,29.932257800000002,-90.087738075
22071009200,29.936182366666667,-90.089092
22071009400,29.947284499999995,-90.09611804999999
22071009600,29.920256766666668,-90.09001806666667
22071009700,29.91917535,-90.0973719
22071009900,29.9244733,-90.09612333333332
22071010000,29.93187905,-90.09444877499999
22071010100,29.930602550000003,-90.0994718
22071010200,29.937607680000003,-90.09924170000001
22071010300,29.945092025,-90.101021875
22071010600,29.91843665,-90.11198019999999
22071010700,29.92330085,-90.10527325
22071010800,29.92403275,-90.11163044999999
22071010900,29.930741649999998,-90.10736455
22071011100,29.937084733333332,-90.10751186666668
22071011200,29.943631599999996,-90.10621375
22071011400,29.919274549999997,-90.1198033
22071011500,29.923149449999997,-90.12457845
22071011600,29.92400515,-90.1173359
22071011700,29.931288749999997,-90.1168857
22071011900,29.939862266666665,-90.11336233333333
22071012000,29.9302737,-90.1295202
22071012101,29.9467337,-90.11842304999999
22071012102,29.938637433333337,-90.12258443333333
22071012200,29.948024350000004,-90.11207945
22071012300,29.950893499999996,-90.10536830000001
22071012400,29.95512365,-90.1096911
22071012500,29.936407250000002,-90.13367685
22071012600,29.942748000000005,-90.1289789
22071012700,29.947945600000004,-90.12445597499999
22071012800,29.954936300000004,-90.11794776666666
22071012900,29.946993449999997,-90.13532599999999
22071013000,29.952541766666666,-90.12801979999999
22071013100,29.955210375,-90.13256240000001
22071013200,29.959177375,-90.122613975
22071013301,30.024389875,-90.102056875
22071013302,30.029844349999998,-90.06743925
22071013400,29.949126733333333,-90.0706116
22071013500,29.9572627,-90.064582575
22071013600,29.9657002,-90.0356876
22071013700,29.992157549999998,-90.03433132500001
22071013800,29.99600553333333,-90.0783138
22071013900,29.94004185,-90.076078
22071014000,29.944685475,-90.08300714999999
22071014100,29.92696546666667,-90.07151706666667
22071014200,29.920418733333335,-90.08532563333334
22071014300,29.939650433333338,-90.0931458
22071014400,29.916831000000002,-90.1083453
22071014500,29.960629100000002,-90.09500609999999
22071980000,30.0014941,-90.09310570000001
22071980100,30.0044975,-89.91571440000001
22071990000,30.1214413,-89.97291
